ENTRY            D8110   20251120                             D151D811000000001 
SUBENT        D8110001   20251120                             D151D811000100001 
BIB                 10         25                                 D811000100002 
TITLE      New measurements of (p,xp) and (p,x&#945;) reactions   D811000100003 
            on 27 Al at 7.0, 22.0 and 30.0 MeV                    D811000100004 
AUTHOR     (D.Gusseinova, G.Ussabayeva, T.K.Zholdybayev,          D811000100005 
            I.Boztosun, Y.Kucuk, A.J.Koning, Zh.Kerimkulov,       D811000100006 
            B.Sadykov, A.Temirzhanov, B.Canbula)                  D811000100007 
INSTITUTE  (4KASKAZ,3ZZZIAE,4KASATN,4KASAFU)                      D811000100008 
           (2TUKTUK) Akdeniz University, Antalya; Temel Bilimler  D811000100009 
            Arastirma Enstitusu (TBAE), Kocaeli; Turkish          D811000100010 
            Accelerator and Radiation Laboratory (TARLA), Ankara; D811000100011 
            Manisa Celal Bayar University, Manisa                 D811000100012 
           (4KASKAS) Satbayev University, Almaty; Abai Kazakh     D811000100013 
             National Pedagogical University, Almaty              D811000100014 
REFERENCE  (J,EPJ/A,61,133,2025)                                  D811000100015 
FACILITY   (ISOCY,4KASKAZ) U-150M                                 D811000100016 
SAMPLE     27Al foil (3.65 mg/cm2)                                D811000100017 
DETECTOR   (TELES,SI,SI) 25-50 um thick Si dE detector and 2 mm   D811000100018 
            thick Si E detector                                   D811000100019 
METHOD     (EDE,BCINT)                                            D811000100020 
ERR-ANALYS (ERR-T) Total uncertainty                              D811000100021 
           (ERR-SYS,,10.) Total systematic uncertainty  (<10%)    D811000100022 
           (ERR-1) Determination of target thickness      (5%)    D811000100023 
           (ERR-2) Calibration of the current integrator  (1%)    D811000100024 
           (ERR-3) Solid angle of the spectrometer      (1.3%)    D811000100025 
           (ERR-4) Beam energy                          (1.2%)    D811000100026 
HISTORY    (20250923C) Zholdybayev                                D811000100027 
ENDBIB              25          0                                 D811000100028 
COMMON               4          3                                 D811000100029 
ERR-1      ERR-2      ERR-3      ERR-4                            D811000100030 
PER-CENT   PER-CENT   PER-CENT   PER-CENT                         D811000100031 
         5.         1.        1.3        1.2                      D811000100032 
ENDCOMMON            3          0                                 D811000100033 
ENDSUBENT           32          0                                 D811000199999 
SUBENT        D8110002   20251120                             D151D811000200001 
BIB                  2          2                                 D811000200002 
REACTION   (29-CU-0(P,X)1-H-1,,DA/DE)                             D811000200003 
STATUS     (TABLE,,D.Gusseinova+,J,EPJ/A,61,133,2025) Fig.5       D811000200004 
ENDBIB               2          0                                 D811000200005 
NOCOMMON             0          0                                 D811000200006 
DATA                 5       1433                                 D811000200007 
EN         ANG        E-CM       DATA-CM    ERR-T                 D811000200008 
        30.       135.       18.5      0.297      0.032           D811000201419 
        30.       135.       19.0      0.293      0.031           D811000201420 
        30.       135.       19.5      0.294      0.032           D811000201421 
        30.       135.       20.0      0.254      0.028           D811000201422 
        30.       135.       20.5      0.224      0.025           D811000201423 
        30.       135.       21.0      0.217      0.024           D811000201424 
        30.       135.       21.5      0.185      0.021           D811000201425 
        30.       135.       22.0      0.154      0.017           D811000201426 
        30.       135.       22.5      0.162      0.018           D811000201427 
        30.       135.       23.0      0.160      0.018           D811000201428 
        30.       135.       23.5      0.173      0.019           D811000201429 
        30.       135.       24.0      0.188      0.021           D811000201430 
        30.       135.       24.5      0.188      0.021           D811000201431 
        30.       135.       25.0      0.195      0.022           D811000201432 
        30.       135.       25.5      0.226      0.025           D811000201433 
        30.       135.       26.0      0.271      0.029           D811000201434 
        30.       135.       26.5      0.282      0.030           D811000201435 
        30.       135.       27.0      0.263      0.028           D811000201436 
        30.       135.       27.5      0.198      0.022           D811000201437 
        30.       135.       28.0      0.155      0.018           D811000201438 
        30.       135.       28.5      0.108      0.013           D811000201439 
        30.       135.       29.0      0.085      0.010           D811000201440 
        30.       135.       29.5      0.052      0.007           D811000201441 
        30.       135.       30.0      0.036      0.005           D811000201442 
ENDDATA           1435          0                                 D811000201443 
ENDSUBENT         1442          0                                 D811000299999 
SUBENT        D8110003   20251120                             D151D811000300001 
BIB                  2          2                                 D811000300002 
REACTION   (29-CU-0(P,X)2-HE-4,,DA/DE)                            D811000300003 
STATUS     (TABLE,,D.Gusseinova+,J,EPJ/A,61,133,2025) Fig.8       D811000300004 
ENDBIB               2          0                                 D811000300005 
NOCOMMON             0          0                                 D811000300006 
DATA                 5        397                                 D811000300007 
EN         ANG        E-CM       DATA-CM    ERR-T                 D811000300008 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             D811000300009 
        22.        30.        7.2      0.432      0.015           D811000300010 
        22.        30.        7.5      1.743      0.041           D811000300011 
        22.        30.        7.9      1.431      0.035           D811000300012 
        22.        30.        8.3      1.248      0.031           D811000300013 
        22.        30.        8.6      1.074      0.028           D811000300014 
        22.        30.        9.0      0.863      0.024           D811000300015 
        22.        30.        9.4      0.865      0.024           D811000300016 
        22.        30.        9.7      0.765      0.022           D811000300017 
        22.        30.       10.1      0.747      0.021           D811000300018 
        22.        30.       10.4      0.538      0.017           D811000300019 
        22.        30.       10.8      0.569      0.018           D811000300020 
        22.        30.       11.2      0.402      0.014           D811000300021 
        22.        30.       11.6      0.312      0.012           D811000300022 
        22.        30.       11.9      0.259      0.011           D811000300023 
        22.        30.       12.3      0.283      0.011           D811000300024 
        22.        30.       12.7      0.187      0.009           D811000300025 
        22.        30.       13.0      0.123      0.007           D811000300026 
        22.        30.       13.4      0.040      0.004           D811000300027 
        22.        30.       13.8      0.049      0.004           D811000300028 
        22.        30.       14.1      0.045      0.004           D811000300029 
        22.        30.       14.5      0.038      0.004           D811000300030 
        22.        30.       14.9      0.033      0.003           D811000300031 
        22.        30.       15.3      0.043      0.004           D811000300032 
        22.        30.       15.6      0.073      0.005           D811000300033 
        22.        30.       16.0      0.049      0.004           D811000300034 
        22.        30.       16.4      0.018      0.003           D811000300035 
        22.        30.       16.7      0.001      0.001           D811000300036 
        22.        30.       17.1      0.001      0.001           D811000300037 
        22.        30.       17.5      0.003      0.001           D811000300038 
        22.        30.       17.9      0.015      0.002           D811000300039 
        22.        30.       18.2      0.084      0.006           D811000300040 
        22.        30.       18.6      0.140      0.008           D811000300041 
        22.        30.       19.0      0.086      0.006           D811000300042 
        22.        30.       19.4      0.018      0.003           D811000300043 
        22.        30.       19.7      0.021      0.003           D811000300044 
        22.        30.       20.1      0.033      0.004           D811000300045 
        22.        30.       20.5      0.018      0.003           D811000300046 
        22.        45.        7.5      0.516      0.017           D811000300047 
        22.        45.        7.9      1.987      0.045           D811000300048 
        22.        45.        8.2      1.608      0.038           D811000300049 
        22.        45.        8.6      1.444      0.035           D811000300050 
        22.        45.        9.0      1.188      0.030           D811000300051 
        22.        45.        9.3      1.086      0.029           D811000300052 
        22.        45.        9.7      0.962      0.026           D811000300053 
        22.        45.       10.1      0.853      0.024           D811000300054 
        22.        45.       10.5      0.781      0.023           D811000300055 
        22.        45.       10.8      0.586      0.019           D811000300056 
        22.        45.       11.2      0.523      0.018           D811000300057 
        22.        45.       11.6      0.488      0.017           D811000300058 
        22.        45.       11.9      0.464      0.016           D811000300059 
        22.        45.       12.3      0.322      0.013           D811000300060 
        22.        45.       12.7      0.232      0.011           D811000300061 
        22.        45.       13.1      0.064      0.005           D811000300062 
        22.        45.       13.4      0.055      0.005           D811000300063 
        22.        45.       13.8      0.069      0.006           D811000300064 
        22.        45.       14.2      0.067      0.006           D811000300065 
        22.        45.       14.6      0.036      0.004           D811000300066 
        22.        45.       15.0      0.070      0.006           D811000300067 
        22.        45.       15.3      0.120      0.008           D811000300068 
        22.        45.       15.7      0.095      0.007           D811000300069 
        22.        45.       16.1      0.037      0.004           D811000300070 
        22.        45.       16.5      0.004      0.001           D811000300071 
        22.        45.       16.8      0.004      0.001           D811000300072 
        22.        45.       17.2      0.009      0.002           D811000300073 
        22.        45.       17.6      0.062      0.005           D811000300074 
        22.        45.       18.0      0.151      0.009           D811000300075 
        22.        45.       18.3      0.166      0.009           D811000300076 
        22.        45.       18.7      0.070      0.006           D811000300077 
        22.        45.       19.1      0.032      0.004           D811000300078 
        22.        45.       19.5      0.044      0.005           D811000300079 
        22.        45.       19.9      0.041      0.004           D811000300080 
        22.        45.       20.2      0.016      0.003           D811000300081 
        22.        45.       20.6      0.003      0.001           D811000300082 
        22.        60.       7.91      0.286      0.010           D811000300083 
        22.        60.       8.29      1.018      0.025           D811000300084 
        22.        60.       8.67      0.906      0.023           D811000300085 
        22.        60.       9.04      0.734      0.020           D811000300086 
        22.        60.       9.42      0.628      0.017           D811000300087 
        22.        60.       9.80      0.590      0.017           D811000300088 
        22.        60.      10.18      0.539      0.016           D811000300089 
        22.        60.      10.56      0.406      0.013           D811000300090 
        22.        60.      10.94      0.353      0.012           D811000300091 
        22.        60.      11.32      0.330      0.011           D811000300092 
        22.        60.      11.70      0.219      0.009           D811000300093 
        22.        60.      12.08      0.227      0.009           D811000300094 
        22.        60.      12.47      0.144      0.007           D811000300095 
        22.        60.      12.85      0.064      0.004           D811000300096 
        22.        60.      13.23      0.027      0.003           D811000300097 
        22.        60.      13.61      0.033      0.003           D811000300098 
        22.        60.      13.99      0.048      0.004           D811000300099 
        22.        60.      14.38      0.025      0.003           D811000300100 
        22.        60.      14.76      0.042      0.003           D811000300101 
        22.        60.      15.14      0.071      0.005           D811000300102 
        22.        60.      15.53      0.073      0.005           D811000300103 
        22.        60.      15.91      0.023      0.003           D811000300104 
        22.        60.      16.29      0.001      0.001           D811000300105 
        22.        60.      16.68      0.001      0.001           D811000300106 
        22.        60.      17.06      0.002      0.001           D811000300107 
        22.        60.      17.45      0.019      0.002           D811000300108 
        22.        60.      17.83      0.050      0.004           D811000300109 
        22.        60.      18.21      0.050      0.004           D811000300110 
        22.        60.      18.60      0.013      0.002           D811000300111 
        22.        60.      18.98      0.011      0.002           D811000300112 
        22.        60.      19.37      0.016      0.002           D811000300113 
        22.        60.      19.75      0.008      0.002           D811000300114 
        22.        75.       8.40      0.196      0.010           D811000300115 
        22.        75.       8.78      0.743      0.023           D811000300116 
        22.        75.       9.17      0.597      0.020           D811000300117 
        22.        75.       9.56      0.617      0.020           D811000300118 
        22.        75.       9.95      0.474      0.017           D811000300119 
        22.        75.      10.34      0.375      0.015           D811000300120 
        22.        75.      10.73      0.328      0.014           D811000300121 
        22.        75.      11.12      0.260      0.012           D811000300122 
        22.        75.      11.51      0.220      0.011           D811000300123 
        22.        75.      11.90      0.180      0.010           D811000300124 
        22.        75.      12.29      0.175      0.010           D811000300125 
        22.        75.      12.68      0.110      0.007           D811000300126 
        22.        75.      13.07      0.054      0.005           D811000300127 
        22.        75.      13.46      0.026      0.004           D811000300128 
        22.        75.      13.85      0.030      0.004           D811000300129 
        22.        75.      14.24      0.032      0.004           D811000300130 
        22.        75.      14.63      0.022      0.003           D811000300131 
        22.        75.      15.02      0.036      0.004           D811000300132 
        22.        75.      15.41      0.059      0.005           D811000300133 
        22.        75.      15.80      0.048      0.005           D811000300134 
        22.        75.      16.20      0.025      0.003           D811000300135 
        22.        75.      16.59      0.002      0.001           D811000300136 
        22.        75.      16.98      0.001      0.001           D811000300137 
        22.        75.      17.37      0.002      0.001           D811000300138 
        22.        75.      17.76      0.013      0.003           D811000300139 
        22.        75.      18.15      0.026      0.004           D811000300140 
        22.        75.      18.55      0.030      0.004           D811000300141 
        22.        75.      18.94      0.013      0.002           D811000300142 
        22.        75.      19.33      0.009      0.002           D811000300143 
        22.        75.      19.72      0.013      0.002           D811000300144 
        22.        75.      20.12      0.010      0.002           D811000300145 
        22.        75.      20.51      0.005      0.001           D811000300146 
        22.        75.      20.90      0.001      0.001           D811000300147 
        22.        90.       8.92      0.200      0.010           D811000300148 
        22.        90.       9.32      0.801      0.024           D811000300149 
        22.        90.       9.72      0.635      0.021           D811000300150 
        22.        90.      10.12      0.565      0.019           D811000300151 
        22.        90.      10.52      0.489      0.017           D811000300152 
        22.        90.      10.92      0.423      0.016           D811000300153 
        22.        90.      11.32      0.348      0.014           D811000300154 
        22.        90.      11.72      0.325      0.014           D811000300155 
        22.        90.      12.12      0.279      0.012           D811000300156 
        22.        90.      12.52      0.197      0.010           D811000300157 
        22.        90.      12.92      0.144      0.008           D811000300158 
        22.        90.      13.32      0.080      0.006           D811000300159 
        22.        90.      13.72      0.040      0.004           D811000300160 
        22.        90.      14.12      0.029      0.004           D811000300161 
        22.        90.      14.52      0.035      0.004           D811000300162 
        22.        90.      14.92      0.030      0.004           D811000300163 
        22.        90.      15.32      0.059      0.005           D811000300164 
        22.        90.      15.72      0.049      0.005           D811000300165 
        22.        90.      16.12      0.050      0.005           D811000300166 
        22.        90.      16.52      0.027      0.004           D811000300167 
        22.        90.      16.92      0.005      0.002           D811000300168 
        22.        90.      17.32      0.004      0.001           D811000300169 
        22.        90.      17.72      0.015      0.003           D811000300170 
        22.        90.      18.12      0.036      0.004           D811000300171 
        22.        90.      18.52      0.040      0.004           D811000300172 
        22.        90.      18.92      0.037      0.004           D811000300173 
        22.        90.      19.32      0.023      0.003           D811000300174 
        22.        90.      19.72      0.009      0.002           D811000300175 
        22.        90.      20.12      0.008      0.002           D811000300176 
        22.        90.      20.52      0.006      0.002           D811000300177 
        22.       105.       9.44      0.183      0.009           D811000300178 
        22.       105.       9.85      0.664      0.021           D811000300179 
        22.       105.      10.26      0.484      0.017           D811000300180 
        22.       105.      10.67      0.486      0.017           D811000300181 
        22.       105.      11.08      0.365      0.014           D811000300182 
        22.       105.      11.49      0.342      0.013           D811000300183 
        22.       105.      11.90      0.303      0.012           D811000300184 
        22.       105.      12.31      0.226      0.010           D811000300185 
        22.       105.      12.72      0.189      0.009           D811000300186 
        22.       105.      13.13      0.096      0.007           D811000300187 
        22.       105.      13.54      0.045      0.004           D811000300188 
        22.       105.      13.95      0.028      0.003           D811000300189 
        22.       105.      14.36      0.031      0.004           D811000300190 
        22.       105.      14.77      0.023      0.003           D811000300191 
        22.       105.      15.18      0.042      0.004           D811000300192 
        22.       105.      15.59      0.048      0.005           D811000300193 
        22.       105.      16.00      0.038      0.004           D811000300194 
        22.       105.      16.41      0.026      0.003           D811000300195 
        22.       105.      16.82      0.003      0.001           D811000300196 
        22.       105.      17.23      0.002      0.001           D811000300197 
        22.       105.      17.64      0.012      0.002           D811000300198 
        22.       105.      18.04      0.029      0.003           D811000300199 
        22.       105.      18.45      0.031      0.004           D811000300200 
        22.       105.      18.86      0.023      0.003           D811000300201 
        22.       105.      19.27      0.007      0.002           D811000300202 
        22.       105.      19.68      0.005      0.001           D811000300203 
        22.       105.      20.08      0.006      0.002           D811000300204 
        22.       120.       9.92      0.170      0.007           D811000300205 
        22.       120.      10.34      0.579      0.016           D811000300206 
        22.       120.      10.77      0.458      0.014           D811000300207 
        22.       120.      11.19      0.385      0.012           D811000300208 
        22.       120.      11.61      0.333      0.011           D811000300209 
        22.       120.      12.03      0.275      0.010           D811000300210 
        22.       120.      12.45      0.205      0.008           D811000300211 
        22.       120.      12.87      0.169      0.007           D811000300212 
        22.       120.      13.29      0.100      0.005           D811000300213 
        22.       120.      13.71      0.039      0.003           D811000300214 
        22.       120.      14.13      0.036      0.003           D811000300215 
        22.       120.      14.55      0.046      0.004           D811000300216 
        22.       120.      14.97      0.034      0.003           D811000300217 
        22.       120.      15.38      0.060      0.004           D811000300218 
        22.       120.      15.80      0.059      0.004           D811000300219 
        22.       120.      16.22      0.049      0.004           D811000300220 
        22.       120.      16.64      0.007      0.001           D811000300221 
        22.       120.      17.05      0.001      0.001           D811000300222 
        22.       120.      17.47      0.004      0.001           D811000300223 
        22.       120.      17.89      0.024      0.003           D811000300224 
        22.       120.      18.31      0.028      0.003           D811000300225 
        22.       120.      18.72      0.026      0.003           D811000300226 
        22.       120.      19.14      0.014      0.002           D811000300227 
        22.       120.      19.55      0.012      0.002           D811000300228 
        22.       120.      19.97      0.011      0.002           D811000300229 
        22.       120.      20.39      0.007      0.001           D811000300230 
        30.        30.        8.5      1.424      0.148           D811000300231 
        30.        30.        9.0      1.545      0.160           D811000300232 
        30.        30.        9.5      1.504      0.156           D811000300233 
        30.        30.       10.0      1.498      0.155           D811000300234 
        30.        30.       10.5      1.455      0.151           D811000300235 
        30.        30.       11.0      1.261      0.132           D811000300236 
        30.        30.       11.5      1.110      0.116           D811000300237 
        30.        30.       12.0      1.010      0.106           D811000300238 
        30.        30.       12.5      0.957      0.101           D811000300239 
        30.        30.       13.0      0.842      0.089           D811000300240 
        30.        30.       13.5      0.723      0.077           D811000300241 
        30.        30.       14.0      0.639      0.069           D811000300242 
        30.        30.       14.5      0.577      0.063           D811000300243 
        30.        30.       15.0      0.561      0.061           D811000300244 
        30.        30.       15.5      0.461      0.051           D811000300245 
        30.        30.       16.0      0.457      0.050           D811000300246 
        30.        30.       16.5      0.395      0.044           D811000300247 
        30.        30.       17.0      0.356      0.040           D811000300248 
        30.        30.       17.5      0.296      0.034           D811000300249 
        30.        30.       18.0      0.256      0.030           D811000300250 
        30.        30.       18.5      0.298      0.034           D811000300251 
        30.        30.       19.0      0.299      0.034           D811000300252 
        30.        30.       19.5      0.360      0.041           D811000300253 
        30.        30.       20.0      0.238      0.028           D811000300254 
        30.        30.       20.5      0.198      0.024           D811000300255 
        30.        30.       21.0      0.217      0.026           D811000300256 
        30.        30.       21.5      0.154      0.019           D811000300257 
        30.        30.       22.0      0.199      0.024           D811000300258 
        30.        30.       22.5      0.167      0.021           D811000300259 
        30.        30.       23.0      0.142      0.018           D811000300260 
        30.        30.       23.5      0.024      0.005           D811000300261 
        30.        30.       24.0      0.014      0.004           D811000300262 
        30.        30.       24.5      0.023      0.005           D811000300263 
        30.        30.       25.0      0.021      0.005           D811000300264 
        30.        30.       25.5      0.012      0.003           D811000300265 
        30.        30.       26.0      0.037      0.007           D811000300266 
        30.        30.       26.5      0.026      0.005           D811000300267 
        30.        45.        8.5      1.112      0.114           D811000300268 
        30.        45.        9.0      1.218      0.125           D811000300269 
        30.        45.        9.5      1.257      0.129           D811000300270 
        30.        45.       10.0      1.196      0.123           D811000300271 
        30.        45.       10.5      1.122      0.115           D811000300272 
        30.        45.       11.0      1.000      0.103           D811000300273 
        30.        45.       11.5      0.874      0.090           D811000300274 
        30.        45.       12.0      0.805      0.083           D811000300275 
        30.        45.       12.5      0.734      0.076           D811000300276 
        30.        45.       13.0      0.638      0.066           D811000300277 
        30.        45.       13.5      0.532      0.056           D811000300278 
        30.        45.       14.0      0.493      0.052           D811000300279 
        30.        45.       14.5      0.417      0.044           D811000300280 
        30.        45.       15.0      0.375      0.040           D811000300281 
        30.        45.       15.5      0.340      0.036           D811000300282 
        30.        45.       16.0      0.290      0.031           D811000300283 
        30.        45.       16.5      0.279      0.030           D811000300284 
        30.        45.       17.0      0.219      0.024           D811000300285 
        30.        45.       17.5      0.209      0.023           D811000300286 
        30.        45.       18.0      0.226      0.025           D811000300287 
        30.        45.       18.5      0.226      0.025           D811000300288 
        30.        45.       19.0      0.268      0.029           D811000300289 
        30.        45.       19.5      0.191      0.021           D811000300290 
        30.        45.       20.0      0.168      0.019           D811000300291 
        30.        45.       20.5      0.158      0.018           D811000300292 
        30.        45.       21.0      0.103      0.012           D811000300293 
        30.        45.       21.5      0.127      0.015           D811000300294 
        30.        45.       22.0      0.072      0.009           D811000300295 
        30.        45.       22.5      0.032      0.005           D811000300296 
        30.        45.       23.0      0.005      0.001           D811000300297 
        30.        45.       23.5      0.014      0.003           D811000300298 
        30.        45.       24.0      0.015      0.003           D811000300299 
        30.        45.       24.5      0.008      0.002           D811000300300 
        30.        45.       25.0      0.006      0.002           D811000300301 
        30.        45.       25.5      0.046      0.006           D811000300302 
        30.        45.       26.0      0.033      0.005           D811000300303 
        30.        60.        8.5      0.889      0.091           D811000300304 
        30.        60.        9.0      0.909      0.093           D811000300305 
        30.        60.        9.5      0.930      0.095           D811000300306 
        30.        60.       10.0      0.875      0.090           D811000300307 
        30.        60.       10.5      0.777      0.080           D811000300308 
        30.        60.       11.0      0.727      0.075           D811000300309 
        30.        60.       11.5      0.627      0.065           D811000300310 
        30.        60.       12.0      0.577      0.060           D811000300311 
        30.        60.       12.5      0.490      0.051           D811000300312 
        30.        60.       13.0      0.413      0.043           D811000300313 
        30.        60.       13.5      0.383      0.040           D811000300314 
        30.        60.       14.0      0.319      0.034           D811000300315 
        30.        60.       14.5      0.305      0.032           D811000300316 
        30.        60.       15.0      0.244      0.026           D811000300317 
        30.        60.       15.5      0.217      0.024           D811000300318 
        30.        60.       16.0      0.211      0.023           D811000300319 
        30.        60.       16.5      0.164      0.018           D811000300320 
        30.        60.       17.0      0.182      0.020           D811000300321 
        30.        60.       17.5      0.158      0.018           D811000300322 
        30.        60.       18.0      0.180      0.020           D811000300323 
        30.        60.       18.5      0.158      0.018           D811000300324 
        30.        60.       19.0      0.105      0.012           D811000300325 
        30.        60.       19.5      0.104      0.012           D811000300326 
        30.        60.       20.0      0.067      0.008           D811000300327 
        30.        60.       20.5      0.074      0.009           D811000300328 
        30.        60.       21.0      0.070      0.009           D811000300329 
        30.        60.       21.5      0.045      0.006           D811000300330 
        30.        60.       22.0      0.007      0.002           D811000300331 
        30.        60.       22.5      0.011      0.002           D811000300332 
        30.        60.       23.0      0.013      0.002           D811000300333 
        30.        60.       23.5      0.008      0.002           D811000300334 
        30.        60.       24.0      0.005      0.001           D811000300335 
        30.        60.       24.5      0.027      0.004           D811000300336 
        30.        60.       25.0      0.026      0.004           D811000300337 
        30.        75.        8.7      0.513      0.052           D811000300338 
        30.        75.        9.2      0.554      0.056           D811000300339 
        30.        75.        9.7      0.565      0.057           D811000300340 
        30.        75.       10.2      0.538      0.055           D811000300341 
        30.        75.       10.7      0.517      0.053           D811000300342 
        30.        75.       11.2      0.472      0.048           D811000300343 
        30.        75.       11.7      0.425      0.043           D811000300344 
        30.        75.       12.2      0.386      0.039           D811000300345 
        30.        75.       12.7      0.339      0.035           D811000300346 
        30.        75.       13.2      0.303      0.031           D811000300347 
        30.        75.       13.7      0.263      0.027           D811000300348 
        30.        75.       14.2      0.218      0.022           D811000300349 
        30.        75.       14.7      0.188      0.019           D811000300350 
        30.        75.       15.2      0.166      0.017           D811000300351 
        30.        75.       15.7      0.145      0.015           D811000300352 
        30.        75.       16.2      0.126      0.013           D811000300353 
        30.        75.       16.7      0.119      0.012           D811000300354 
        30.        75.       17.2      0.115      0.012           D811000300355 
        30.        75.       17.7      0.111      0.012           D811000300356 
        30.        75.       18.2      0.082      0.009           D811000300357 
        30.        75.       18.7      0.082      0.009           D811000300358 
        30.        75.       19.2      0.060      0.006           D811000300359 
        30.        75.       19.7      0.057      0.006           D811000300360 
        30.        75.       20.2      0.038      0.004           D811000300361 
        30.        75.       20.7      0.014      0.002           D811000300362 
        30.        75.       21.2      0.005      0.001           D811000300363 
        30.        75.       21.7      0.009      0.001           D811000300364 
        30.        75.       22.2      0.004      0.001           D811000300365 
        30.        75.       22.7      0.012      0.002           D811000300366 
        30.        75.       23.2      0.021      0.003           D811000300367 
        30.        75.       23.7      0.005      0.001           D811000300368 
        30.        75.       24.7      0.001      0.001           D811000300369 
        30.        75.       25.2      0.013      0.002           D811000300370 
        30.        75.       25.7      0.022      0.003           D811000300371 
        30.        90.        8.7      0.393      0.040           D811000300372 
        30.        90.        9.2      0.422      0.043           D811000300373 
        30.        90.        9.7      0.421      0.043           D811000300374 
        30.        90.       10.2      0.411      0.042           D811000300375 
        30.        90.       10.7      0.391      0.040           D811000300376 
        30.        90.       11.2      0.351      0.036           D811000300377 
        30.        90.       11.7      0.310      0.032           D811000300378 
        30.        90.       12.2      0.289      0.030           D811000300379 
        30.        90.       12.7      0.241      0.025           D811000300380 
        30.        90.       13.2      0.209      0.022           D811000300381 
        30.        90.       13.7      0.187      0.020           D811000300382 
        30.        90.       14.2      0.164      0.017           D811000300383 
        30.        90.       14.7      0.138      0.015           D811000300384 
        30.        90.       15.2      0.117      0.012           D811000300385 
        30.        90.       15.7      0.109      0.012           D811000300386 
        30.        90.       16.2      0.117      0.013           D811000300387 
        30.        90.       16.7      0.101      0.011           D811000300388 
        30.        90.       17.2      0.087      0.009           D811000300389 
        30.        90.       17.7      0.060      0.007           D811000300390 
        30.        90.       18.2      0.056      0.006           D811000300391 
        30.        90.       18.7      0.048      0.006           D811000300392 
        30.        90.       19.2      0.028      0.004           D811000300393 
        30.        90.       19.7      0.011      0.002           D811000300394 
        30.        90.       20.2      0.006      0.001           D811000300395 
        30.        90.       20.7      0.007      0.001           D811000300396 
        30.        90.       21.2      0.006      0.001           D811000300397 
        30.        90.       21.7      0.013      0.002           D811000300398 
        30.        90.       22.2      0.018      0.002           D811000300399 
        30.        90.       22.7      0.004      0.001           D811000300400 
        30.        90.       23.2      0.001      0.001           D811000300401 
        30.        90.       23.7      0.003      0.001           D811000300402 
        30.        90.       24.2      0.010      0.002           D811000300403 
        30.        90.       24.7      0.012      0.002           D811000300404 
        30.        90.       25.2      0.003      0.001           D811000300405 
        30.        90.       25.7      0.003      0.001           D811000300406 
ENDDATA            399          0                                 D811000300407 
ENDSUBENT          406          0                                 D811000399999 
SUBENT        D8110004   20251120                             D151D811000400001 
BIB                  3          4                                 D811000400002 
REACTION   (29-CU-0(P,X)1-H-1,,DE)                                D811000400003 
ANALYSIS   (INTAD)                                                D811000400004 
STATUS     (TABLE,,D.Gusseinova+,J,EPJ/A,61,133,2025) Fig.10      D811000400005 
           (DEP,D8110002) Double differential cross section       D811000400006 
ENDBIB               4          0                                 D811000400007 
NOCOMMON             0          0                                 D811000400008 
DATA                 4        161                                 D811000400009 
EN         E-CM       DATA-CM    ERR-T                            D811000400010 
MEV        MEV        MB/MEV     MB/MEV                           D811000400011 
         7.       0.74      0.648      0.035                      D811000400012 
         7.       0.84      1.517      0.057                      D811000400013 
         7.       0.93      2.269      0.072                      D811000400014 
         7.       1.03      2.592      0.077                      D811000400015 
         7.       1.12      2.741      0.078                      D811000400016 
         7.       1.22      3.082      0.082                      D811000400017 
         7.       1.32      3.480      0.085                      D811000400018 
         7.       1.41      3.986      0.087                      D811000400019 
         7.       1.51      4.811      0.092                      D811000400020 
         7.       1.61      5.803      0.102                      D811000400021 
         7.       1.70      6.885      0.113                      D811000400022 
         7.       1.80      7.964      0.121                      D811000400023 
         7.       1.90      9.346      0.134                      D811000400024 
         7.       1.99     10.430      0.148                      D811000400025 
         7.       2.09      9.505      0.142                      D811000400026 
         7.       2.19      6.845      0.108                      D811000400027 
         7.       2.28      4.842      0.084                      D811000400028 
         7.       2.38      5.058      0.089                      D811000400029 
         7.       2.47      6.096      0.105                      D811000400030 
         7.       2.57      5.933      0.103                      D811000400031 
         7.       2.67      4.809      0.091                      D811000400032 
         7.       2.76      4.074      0.086                      D811000400033 
         7.       2.86      3.590      0.083                      D811000400034 
         7.       2.96      2.961      0.074                      D811000400035 
         7.       3.05      3.314      0.073                      D811000400036 
         7.       3.15      5.509      0.089                      D811000400037 
         7.       3.25     10.750      0.132                      D811000400038 
         7.       3.34     20.040      0.219                      D811000400039 
         7.       3.44     27.030      0.293                      D811000400040 
         7.       3.53     24.550      0.262                      D811000400041 
         7.       3.63     18.430      0.209                      D811000400042 
         7.       3.73     13.050      0.161                      D811000400043 
         7.       3.82      8.970      0.121                      D811000400044 
         7.       3.92     10.880      0.134                      D811000400045 
         7.       4.02     17.540      0.183                      D811000400046 
         7.       4.11     22.170      0.225                      D811000400047 
         7.       4.21     20.220      0.224                      D811000400048 
         7.       4.31     12.790      0.162                      D811000400049 
         7.       4.40      7.173      0.120                      D811000400050 
         7.       4.50      5.639      0.113                      D811000400051 
         7.       4.59      5.105      0.109                      D811000400052 
         7.       4.69      4.684      0.105                      D811000400053 
         7.       4.79      3.950      0.091                      D811000400054 
         7.       4.88      3.786      0.082                      D811000400055 
         7.       4.98      5.491      0.090                      D811000400056 
