ENTRY            F0928   20251227                             F107F0928000    1 
SUBENT        F0928001   20251227                             F107F0928001    1 
BIB                  7         14                                 F0928001    2 
TITLE      A study of some 3He induced reactions on 13C and the   F0928001    3 
           structure of 16O                                       F0928001    4 
AUTHOR     (H.R.Weller,N.R.Roberson,D.R.Tilley)                   F0928001    5 
INSTITUTE  (1USADKE,1USANCS)                                      F0928001    6 
REFERENCE  (J,NP/A,122,529,1968)                                  F0928001    7 
           #doi:10.1016/0375-9474(68)90575-7                      F0928001    8 
FACILITY   (VDG,1USADKE) 4 MeV Van de Graaff accelerator.         F0928001    9 
INC-SOURCE The doubly ionized 3He beam was used which provided    F0928001   10 
           0.2 mu-A of 3He particles on target with energies up   F0928001   11 
           to 8.2 MeV.                                            F0928001   12 
HISTORY    (20080425C)                                            F0928001   13 
           (20100217A) Correction was made in the AUTHOR record.  F0928001   14 
           (20230126A) Corrections were done in Sub 007, 008.     F0928001   15 
           (20251227U) SD: Corrections in all Subents.            F0928001   16 
ENDBIB              14          0                                 F0928001   17 
NOCOMMON             0          0                                 F0928001   18 
ENDSUBENT           17          0                                 F092800199999 
SUBENT        F0928002   20251227                             F107F0928002    1 
BIB                  8         15                                 F0928002    2 
REACTION   (6-C-13(HE3,A)6-C-12,PAR,DA)                           F0928002    3 
MONITOR    (6-C-13(HE3,A)6-C-12,PAR,DA)                           F0928002    4 
MONIT-REF  (,H.D.Holmgren,J,PR,106,100,1957)                      F0928002    5 
SAMPLE     (6-C-13,ENR=0.60) The technique of cracking 60%        F0928002    6 
           enriched 13C methyl iodide on a thin nickel foil and   F0928002    7 
           dissolving the foil in acid was used to obtain         F0928002    8 
           self-supporting targets of about 75 ug/cm2 thickness.  F0928002    9 
DETECTOR   (SIBAR) Four 300 um surface barrier detectors          F0928002   10 
           mounted in a 30 cm scattering chamber were used.       F0928002   11 
ERR-ANALYS Carbon build-up on the target introduced an uncertaintyF0928002   12 
           in the percentage of 13C in the target and resulted in F0928002   13 
           an over-all error of approximately 50%                 F0928002   14 
           (ERR-S) Statistical error                              F0928002   15 
STATUS     (CURVE,,H.R.Weller+,J,NP/A,122,529,1968) Figs 3-5,18   F0928002   16 
HISTORY    (20251227U) SD: BIB updated.                           F0928002   17 
ENDBIB              15          0                                 F0928002   18 
COMMON               2          3                                 F0928002   19 
ANG-ERR-D  ERR-DIG                                                F0928002   20 
ADEG       PER-CENT                                               F0928002   21 
       0.14        0.2                                            F0928002   22 
ENDCOMMON            3          0                                 F0928002   23 
DATA                 5        576                                 F0928002   24 
E-LVL      EN         ANG-CM     DATA-CM    ERR-S                 F0928002   25 
       4.43        90.      2.434      188.6                      F0928003  630 
       4.43        90.      2.463      190.7                      F0928003  631 
       4.43        90.      2.474      174.7                      F0928003  632 
       4.43        90.      2.492      175.6                      F0928003  633 
       4.43        90.      2.513      188.6                      F0928003  634 
       4.43        90.      2.542      192.6                      F0928003  635 
       4.43        90.      2.553      202.6                      F0928003  636 
       4.43        90.      2.579      205.8                      F0928003  637 
       4.43        90.      2.591      194.5                      F0928003  638 
       4.43        90.      2.593      233.9                      F0928003  639 
       4.43        90.      2.615      234.2                      F0928003  640 
       4.43        90.      2.619      192.2                      F0928003  641 
       4.43        90.      2.686      213.1                      F0928003  642 
       4.43        90.      2.702      215.3                      F0928003  643 
       4.43        90.      2.712      202.6                      F0928003  644 
       4.43        90.      2.731      204.0                      F0928003  645 
       4.43        90.      2.739      209.6                      F0928003  646 
       4.43        90.      2.767      209.7                      F0928003  647 
       4.43        90.      2.792      223.5                      F0928003  648 
       4.43        90.      2.810      221.0                      F0928003  649 
       4.43        90.      2.832      234.0                      F0928003  650 
       4.43        90.      2.854      232.3                      F0928003  651 
       4.43        90.      2.871      261.8                      F0928003  652 
       4.43        90.      2.897      260.7                      F0928003  653 
       4.43        90.      2.898      258.4                      F0928003  654 
       4.43        90.      2.926      255.0                      F0928003  655 
       4.43        90.      2.951      258.4                      F0928003  656 
       4.43        90.      2.977      260.7                      F0928003  657 
       4.43        90.      2.990      272.3                      F0928003  658 
       4.43        90.      3.020      273.9                      F0928003  659 
       4.43        90.      3.030      310.6                      F0928003  660 
       4.43        90.      3.056      306.0                      F0928003  661 
       4.43        90.      3.070      282.8                      F0928003  662 
       4.43        90.      3.093      281.5                      F0928003  663 
       4.43        90.      3.123      282.8                      F0928003  664 
       4.43        90.      3.143      283.4                      F0928003  665 
       4.43        90.      3.150      303.7                      F0928003  666 
       4.43        90.      3.180      302.3                      F0928003  667 
       4.43        90.      3.189      345.5                      F0928003  668 
       4.43        90.      3.216      343.8                      F0928003  669 
       4.43        90.      3.229      342.0                      F0928003  670 
       4.43        90.      3.259      340.1                      F0928003  671 
       4.43        90.      3.268      366.4                      F0928003  672 
       4.43        90.      3.288      364.6                      F0928003  673 
       4.43        90.      3.322      356.0                      F0928003  674 
       4.43        90.      3.339      355.2                      F0928003  675 
       4.43        90.      3.348      404.7       17.4           F0928003  676 
       4.43        90.      3.375      404.2       22.6           F0928003  677 
       4.43        90.      3.401      432.5                      F0928003  678 
       4.43        90.      3.425      430.7                      F0928003  679 
       4.43        90.      3.428      383.9                      F0928003  680 
       4.43        90.      3.454      381.6                      F0928003  681 
       4.43        90.      3.521      380.4                      F0928003  682 
       4.43        90.      3.542      376.0                      F0928003  683 
       4.43        90.      3.560      370.0                      F0928003  684 
       4.43        90.      3.585      366.6                      F0928003  685 
       4.43        90.      3.600      356.1                      F0928003  686 
       4.43        90.      3.621      351.5                      F0928003  687 
       4.43        90.      3.654      328.3                      F0928003  688 
       4.43        90.      3.672      327.0                      F0928003  689 
       4.43        90.      3.694      297.0                      F0928003  690 
       4.43        90.      3.699      319.5                      F0928003  691 
       4.43        90.      3.703      306.3                      F0928003  692 
       4.43        90.      3.716      294.9                      F0928003  693 
       4.43        90.      3.733      279.6                      F0928003  694 
       4.43        90.      3.747      324.9                      F0928003  695 
       4.43        90.      3.759      279.9                      F0928003  696 
       4.43        90.      3.786      307.5                      F0928003  697 
       4.43        90.      3.787      283.2                      F0928003  698 
       4.43        90.      3.803      279.9                      F0928003  699 
       4.43        90.      3.813      290.1                      F0928003  700 
       4.43        90.      3.826      269.3                      F0928003  701 
       4.43        90.      3.832      289.3                      F0928003  702 
       4.43        90.      3.839      266.7                      F0928003  703 
       4.43        90.      3.866      272.8                      F0928003  704 
       4.43        90.      3.883      272.4                      F0928003  705 
       4.43        90.      3.906      255.4                      F0928003  706 
       4.43        90.      3.919      253.5                      F0928003  707 
       4.43        90.      3.946      255.4                      F0928003  708 
       4.43        90.      3.955      255.4                      F0928003  709 
       4.43        90.      3.986      245.0                      F0928003  710 
       4.43        90.      3.991      244.1                      F0928003  711 
       4.43        90.      4.013      217.2                      F0928003  712 
       4.43        90.      4.014      230.9                      F0928003  713 
       4.43        90.      4.035      215.8                      F0928003  714 
       4.43        90.      4.052      231.1                      F0928003  715 
       4.43        90.      4.106      217.2                      F0928003  716 
       4.43        90.      4.122      217.7                      F0928003  717 
       4.43        90.      4.145      224.2                      F0928003  718 
       4.43        90.      4.151      223.4                      F0928003  719 
       4.43        90.      4.185      231.2                      F0928003  720 
       4.43        90.      4.194      230.9                      F0928003  721 
       4.43        90.      4.212      199.9                      F0928003  722 
       4.43        90.      4.224      198.9                      F0928003  723 
       4.43        90.      4.260      181.9                      F0928003  724 
       4.43        90.      4.265      182.5                      F0928003  725 
       4.43        90.      4.305      161.7                      F0928003  726 
       4.43        90.      4.311      161.2                      F0928003  727 
       4.43        90.      4.331      186.0                      F0928003  728 
       4.43        90.      4.347      185.7                      F0928003  729 
       4.43        90.      4.384      186.1                      F0928003  730 
       4.43        90.      4.390      187.6                      F0928003  731 
       4.43        90.      4.424      193.0                      F0928003  732 
       4.43        90.      4.426      193.3                      F0928003  733 
       4.43        90.      4.464      158.3                      F0928003  734 
       4.43        90.      4.470      157.5                      F0928003  735 
       4.43        90.      4.504      193.1                      F0928003  736 
       4.43        90.      4.506      195.2                      F0928003  737 
       4.43        90.      4.557      200.1                      F0928003  738 
       4.43        90.      4.557      202.8                      F0928003  739 
       4.43        90.      4.564      197.1                      F0928003  740 
       4.43        90.      4.583      217.5                      F0928003  741 
       4.43        90.      4.586      217.9                      F0928003  742 
       4.43        90.      4.623      234.9                      F0928003  743 
       4.43        90.      4.629      234.9                      F0928003  744 
       4.43        90.      4.663      241.8                      F0928003  745 
       4.43        90.      4.665      238.7                      F0928003  746 
       4.43        90.      4.702      238.4                      F0928003  747 
       4.43        90.      4.702      236.8                      F0928003  748 
       4.43        90.      4.742      221.0                      F0928003  749 
       4.43        90.      4.745      217.9                      F0928003  750 
       4.43        90.      4.789      242.5                      F0928003  751 
       4.43        90.      4.795      245.4                      F0928003  752 
       4.43        90.      4.847      233.1                      F0928003  753 
       4.43        90.      4.848      235.0                      F0928003  754 
       4.43        90.      4.861      246.3                      F0928003  755 
       4.43        90.      4.862      248.9                      F0928003  756 
       4.43        90.      4.904      238.8                      F0928003  757 
       4.43        90.      4.915      242.0                      F0928003  758 
       4.43        90.      4.941      240.7                      F0928003  759 
       4.43        90.      4.955      242.0                      F0928003  760 
       4.43        90.      4.977      235.0                      F0928003  761 
       4.43        90.      4.995      235.1                      F0928003  762 
       4.43        90.      5.011      221.8                      F0928003  763 
       4.43        90.      5.020      257.7                      F0928003  764 
       4.43        90.      5.021      259.4                      F0928003  765 
       4.43        90.      5.061      224.7                      F0928003  766 
       4.43        90.      5.100      269.0                      F0928003  767 
       4.43        90.      5.100      269.9                      F0928003  768 
       4.43        90.      5.151      284.1                      F0928003  769 
       4.43        90.      5.153      283.8                      F0928003  770 
       4.43        90.      5.193      266.5                      F0928003  771 
       4.43        90.      5.194      265.3                      F0928003  772 
       4.43        90.      5.220      269.9                      F0928003  773 
       4.43        90.      5.223      269.1                      F0928003  774 
       4.43        90.      5.252      269.1                      F0928003  775 
       4.43        90.      5.260      270.0                      F0928003  776 
       4.43        90.      5.310      286.1       22.6           F0928003  777 
       4.43        90.      5.313      290.9                      F0928003  778 
       4.43        90.      5.339      270.0                      F0928003  779 
       4.43        90.      5.339      265.3                      F0928003  780 
       4.43        90.      5.390      269.1                      F0928003  781 
       4.43        90.      5.392      270.0                      F0928003  782 
       4.43        90.      5.426      218.2                      F0928003  783 
       4.43        90.      5.433      221.4                      F0928003  784 
       4.43        90.      5.459      249.2                      F0928003  785 
       4.43        90.      5.463      248.4                      F0928003  786 
       4.43        90.      5.491      276.7                      F0928003  787 
       4.43        90.      5.498      280.5                      F0928003  788 
       4.43        90.      5.549      273.0                      F0928003  789 
       4.43        90.      5.551      277.1                      F0928003  790 
       4.43        90.      5.578      242.8                      F0928003  791 
       4.43        90.      5.592      242.3                      F0928003  792 
       4.43        90.      5.615      254.1                      F0928003  793 
       4.43        90.      5.618      256.2                      F0928003  794 
       4.43        90.      5.658      248.5                      F0928003  795 
       4.43        90.      5.671      249.3                      F0928003  796 
       4.43        90.      5.702      227.7                      F0928003  797 
       4.43        90.      5.724      231.9                      F0928003  798 
       4.43        90.      5.745      257.9                      F0928003  799 
       4.43        90.      5.751      263.3                      F0928003  800 
       4.43        90.      5.781      233.4                      F0928003  801 
       4.43        90.      5.791      235.4                      F0928003  802 
       4.43        90.      5.825      244.8                      F0928003  803 
       4.43        90.      5.844      245.9                      F0928003  804 
       4.43        90.      5.854      265.5                      F0928003  805 
       4.43        90.      5.870      266.8                      F0928003  806 
       4.43        90.      5.897      225.9                      F0928003  807 
       4.43        90.      5.923      228.6                      F0928003  808 
       4.43        90.      5.934      201.4                      F0928003  809 
       4.43        90.      5.950      204.2                      F0928003  810 
       4.43        90.      5.984      248.6                      F0928003  811 
       4.43        90.      5.999      227.8                      F0928003  812 
       4.43        90.      6.003      252.9                      F0928003  813 
       4.43        90.      6.016      228.6                      F0928003  814 
       4.43        90.      6.057      227.9                      F0928003  815 
       4.43        90.      6.069      232.1                      F0928003  816 
       4.43        90.      6.093      226.0                      F0928003  817 
       4.43        90.      6.109      228.7                      F0928003  818 
       4.43        90.      6.129      188.3                      F0928003  819 
       4.43        90.      6.149      190.4                      F0928003  820 
       4.43        90.      6.166      210.9                      F0928003  821 
       4.43        90.      6.176      214.8                      F0928003  822 
       4.43        90.      6.216      186.4                      F0928003  823 
       4.43        90.      6.242      187.0                      F0928003  824 
       4.43        90.      6.253      212.8                      F0928003  825 
       4.43        90.      6.269      214.8                      F0928003  826 
       4.43        90.      6.289      199.7                      F0928003  827 
       4.43        90.      6.309      200.9                      F0928003  828 
       4.43        90.      6.332      194.0                      F0928003  829 
       4.43        90.      6.348      197.5                      F0928003  830 
       4.43        90.      6.383      220.4                      F0928003  831 
       4.43        90.      6.388      221.8                      F0928003  832 
       4.43        90.      6.404      237.4                      F0928003  833 
       4.43        90.      6.428      239.2                      F0928003  834 
       4.43        90.      6.448      246.9                      F0928003  835 
       4.43        90.      6.467      249.7                      F0928003  836 
       4.43        90.      6.491      256.3                      F0928003  837 
       4.43        90.      6.520      260.2                      F0928003  838 
       4.43        90.      6.521      241.2                      F0928003  839 
       4.43        90.      6.547      242.8                      F0928003  840 
       4.43        90.      6.578      250.7                      F0928003  841 
       4.43        90.      6.600      253.2                      F0928003  842 
       4.43        90.      6.614      279.0                      F0928003  843 
       4.43        90.      6.626      281.1                      F0928003  844 
       4.43        90.      6.643      299.8                      F0928003  845 
       4.43        90.      6.666      302.0                      F0928003  846 
       4.43        90.      6.719      319.4                      F0928003  847 
       4.43        90.      6.731      267.7                      F0928003  848 
       4.43        90.      6.744      316.8                      F0928003  849 
       4.43        90.      6.759      270.7                      F0928003  850 
       4.43        90.      6.774      318.7                      F0928003  851 
       4.43        90.      6.799      322.9                      F0928003  852 
       4.43        90.      6.810      299.8                      F0928003  853 
       4.43        90.      6.825      305.5                      F0928003  854 
       4.43        90.      6.841      324.4                      F0928003  855 
       4.43        90.      6.857      303.6                      F0928003  856 
       4.43        90.      6.868      290.4                      F0928003  857 
       4.43        90.      6.892      291.6                      F0928003  858 
       4.43        90.      6.918      309.1                      F0928003  859 
       4.43        90.      6.926      288.6                      F0928003  860 
       4.43        90.      6.931      329.9                      F0928003  861 
       4.43        90.      6.945      291.7                      F0928003  862 
       4.43        90.      6.955      288.6                      F0928003  863 
       4.43        90.      6.984      299.9                      F0928003  864 
       4.43        90.      6.985      291.7                      F0928003  865 
       4.43        90.      7.006      305.6                      F0928003  866 
       4.43        90.      7.011      277.3                      F0928003  867 
       4.43        90.      7.011      305.6                      F0928003  868 
       4.43        90.      7.024      281.3                      F0928003  869 
       4.43        90.      7.027      294.3                      F0928003  870 
       4.43        90.      7.037      309.1                      F0928003  871 
       4.43        90.      7.051      298.7                      F0928003  872 
       4.43        90.      7.056      288.6                      F0928003  873 
       4.43        90.      7.056      271.6                      F0928003  874 
       4.43        90.      7.078      277.8                      F0928003  875 
       4.43        90.      7.093      290.5                      F0928003  876 
       4.43        90.      7.107      279.2                      F0928003  877 
       4.43        90.      7.115      294.3                      F0928003  878 
       4.43        90.      7.117      295.2                      F0928003  879 
       4.43        90.      7.121      266.0                      F0928003  880 
       4.43        90.      7.129      262.2                      F0928003  881 
       4.43        90.      7.131      284.8                      F0928003  882 
       4.43        90.      7.170      267.4                      F0928003  883 
       4.43        90.      7.187      241.5                      F0928003  884 
       4.43        90.      7.197      298.8                      F0928003  885 
       4.43        90.      7.223      230.2                      F0928003  886 
       4.43        90.      7.237      246.6                      F0928003  887 
       4.43        90.      7.264      236.2                      F0928003  888 
       7.65        30.      4.060      119.8                      F0928003  889 
       7.65        30.      4.101      111.4                      F0928003  890 
       7.65        30.      4.134      130.0                      F0928003  891 
       7.65        30.      4.148      114.8                      F0928003  892 
       7.65        30.      4.161      143.6                      F0928003  893 
       7.65        30.      4.249      140.2                      F0928003  894 
       7.65        30.      4.276      162.2                      F0928003  895 
       7.65        30.      4.310      155.5                      F0928003  896 
       7.65        30.      4.344      119.9                      F0928003  897 
       7.65        30.      4.362      101.3                      F0928003  898 
       7.65        30.      4.398       87.7                      F0928003  899 
       7.65        30.      4.432       50.4                      F0928003  900 
       7.65        30.      4.466       77.5                      F0928003  901 
       7.65        30.      4.500       72.5                      F0928003  902 
       7.65        30.      4.527       80.9                      F0928003  903 
       7.65        30.      4.588       69.1                      F0928003  904 
       7.65        30.      4.649       89.4                      F0928003  905 
       7.65        30.      4.676       75.9                      F0928003  906 
       7.65        30.      4.730       47.1                      F0928003  907 
       7.65        30.      4.764       65.7                      F0928003  908 
       7.65        30.      4.791       69.1                      F0928003  909 
       7.65        30.      4.824       67.4                      F0928003  910 
       7.65        30.      4.852       47.1                      F0928003  911 
       7.65        30.      4.885       65.7                      F0928003  912 
       7.65        30.      4.919       59.0                      F0928003  913 
       7.65        30.      4.946       40.3                      F0928003  914 
       7.65        30.      4.987       38.6                      F0928003  915 
       7.65        30.      4.994       47.1                      F0928003  916 
       7.65        30.      5.034       53.9                      F0928003  917 
       7.65        30.      5.061       38.6                      F0928003  918 
       7.65        30.      5.088       31.9                      F0928003  919 
       7.65        30.      5.115       20.0                      F0928003  920 
       7.65        30.      5.149       48.8                      F0928003  921 
       7.65        30.      5.183       37.0                      F0928003  922 
       7.65        30.      5.210       47.1                      F0928003  923 
       7.65        30.      5.235       48.8                      F0928003  924 
       7.65        30.      5.244       67.5                      F0928003  925 
       7.65        30.      5.271       79.3                      F0928003  926 
       7.65        30.      5.332       86.1                      F0928003  927 
       7.65        30.      5.366       87.8                      F0928003  928 
       7.65        30.      5.393       77.7                      F0928003  929 
       7.65        30.      5.413       62.4                      F0928003  930 
       7.65        30.      5.454       65.8                      F0928003  931 
       7.65        30.      5.481       45.5                      F0928003  932 
       7.65        30.      5.515       79.4                      F0928003  933 
       7.65        30.      5.542       47.2                      F0928003  934 
       7.65        30.      5.555       60.7                      F0928003  935 
       7.65        30.      5.603       64.1                      F0928003  936 
       7.65        30.      5.630       79.4                      F0928003  937 
       7.65        30.      5.691       76.0                      F0928003  938 
       7.65        30.      5.708       84.5                      F0928003  939 
       7.65        30.      5.710      108.2                      F0928003  940 
       7.65        30.      5.724      111.6                      F0928003  941 
       7.65        30.      5.792       98.1                      F0928003  942 
       7.65        30.      5.819      109.9                      F0928003  943 
       7.65        30.      5.839      133.7                      F0928003  944 
       7.65        30.      5.880      133.7                      F0928003  945 
       7.65        30.      5.907      143.8                      F0928003  946 
       7.65        30.      5.934      137.1                      F0928003  947 
       7.65        30.      5.974      142.1                      F0928003  948 
       7.65        30.      6.029      148.9                      F0928003  949 
       7.65        30.      6.069      162.5                      F0928003  950 
       7.65        30.      6.117      150.6                      F0928003  951 
       7.65        30.      6.144      177.8                      F0928003  952 
       7.65        30.      6.184      196.4       13.6           F0928003  953 
       7.65        30.      6.191      169.3                      F0928003  954 
       7.65        30.      6.231      179.5                      F0928003  955 
       7.65        30.      6.272      165.9                      F0928003  956 
       7.65        30.      6.299      179.5                      F0928003  957 
       7.65        30.      6.326      194.7                      F0928003  958 
       7.65        30.      6.353      208.3                      F0928003  959 
       7.65        30.      6.380      201.5                      F0928003  960 
       7.65        30.      6.421      203.2                      F0928003  961 
       7.65        30.      6.448      193.1                      F0928003  962 
       7.65        30.      6.489      206.6                      F0928003  963 
       7.65        30.      6.509      201.5                      F0928003  964 
       7.65        30.      6.597      201.5                      F0928003  965 
       7.65        30.      6.617      211.7                      F0928003  966 
       7.65        30.      6.665      216.8                      F0928003  967 
       7.65        30.      6.705      218.5                      F0928003  968 
       7.65        30.      6.746      216.8                      F0928003  969 
       7.65        30.      6.786      186.3                      F0928003  970 
       7.65        30.      6.820      223.6                      F0928003  971 
       7.65        30.      6.854      227.0                      F0928003  972 
       7.65        30.      6.874      216.8       10.2           F0928003  973 
       7.65        30.      6.901      196.5                      F0928003  974 
       7.65        30.      6.935      181.3                      F0928003  975 
       7.65        30.      6.962      216.8                      F0928003  976 
       7.65        30.      6.989      198.2                      F0928003  977 
       7.65        30.      7.016      188.0                      F0928003  978 
       7.65        30.      7.057      194.8                      F0928003  979 
       7.65        30.      7.084      213.5                      F0928003  980 
       7.65        30.      7.125      225.3                      F0928003  981 
       7.65        30.      7.138      210.1                      F0928003  982 
       7.65        30.      7.172      218.6                      F0928003  983 
       7.65        30.      7.233      230.4                      F0928003  984 
       7.65        30.      7.260      208.4                      F0928003  985 
       7.65        30.      7.301      194.9                      F0928003  986 
       7.65        30.      7.341      213.5                      F0928003  987 
       7.65        30.      7.355      191.5                      F0928003  988 
       7.65        30.      7.382      176.2                      F0928003  989 
       7.65        30.      7.429      172.8                      F0928003  990 
       7.65        30.      7.449      227.1                      F0928003  991 
       7.65        30.      7.483      188.1                      F0928003  992 
       7.65        30.      7.501      169.5                      F0928003  993 
       7.65        30.      7.537      139.0                      F0928003  994 
       7.65        30.      7.598      155.9                      F0928003  995 
       7.65        30.      7.639      161.0                      F0928003  996 
       7.65        30.      7.673      133.9                      F0928003  997 
       7.65        30.      7.693      166.1                      F0928003  998 
       7.65        30.      7.734      150.9                      F0928003  999 
       7.65        30.      7.747      167.8                      F0928003 1000 
       7.65        30.      7.781      161.0                      F0928003 1001 
       7.65        30.      7.822      132.2                      F0928003 1002 
       7.65        30.      7.842      145.8                      F0928003 1003 
       7.65        30.      7.883      145.8                      F0928003 1004 
       7.65        30.      7.903      135.6                      F0928003 1005 
       7.65        30.      7.970      135.6                      F0928003 1006 
       7.65        30.      7.991      142.4                      F0928003 1007 
       7.65        30.      8.025      139.0                      F0928003 1008 
ENDDATA            984          0                                 F0928003 1009 
ENDSUBENT         1008          0                                 F092800399999 
SUBENT        F0928004   20251227                             F107F0928004    1 
BIB                  6         13                                 F0928004    2 
REACTION   (6-C-13(HE3,P)7-N-15,PAR,DA,,REL)                      F0928004    3 
            No information about units.                           F0928004    4 
SAMPLE     (6-C-13,ENR=0.60) The technique of cracking 60%        F0928004    5 
           enriched 13C methyl iodide on a thin nickel foil and   F0928004    6 
           dissolving the foil in acid was used to obtain         F0928004    7 
           self-supporting targets of about 75 ug/cm2 thickness.  F0928004    8 
DETECTOR   (SILI) 2 mm lithium-drifted silicon detectors were usedF0928004    9 
ERR-ANALYS Carbon build-up on the target introduced an uncertaintyF0928004   10 
           in the percentage of 13C in the target and resulted in F0928004   11 
           an over-all error of approximately 50%                 F0928004   12 
           (DATA-ERR) No information about source of uncertainty  F0928004   13 
STATUS     (CURVE,,H.R.Weller+,J,NP/A,122,529,1968) Fig. 11       F0928004   14 
HISTORY    (20251227U) SD: BIB updated.                           F0928004   15 
ENDBIB              13          0                                 F0928004   16 
COMMON               3          3                                 F0928004   17 
E-LVL      EN-ERR-DIG ERR-DIG                                     F0928004   18 
MEV        MEV        ARB-UNITS                                   F0928004   19 
 0.         0.003       1.6                                       F0928004   20 
ENDCOMMON            3          0                                 F0928004   21 
DATA                 4        231                                 F0928004   22 
ANG        EN         DATA       DATA-ERR                         F0928004   23 
ADEG       MEV        ARB-UNITS  ARB-UNITS                        F0928004   24 
        30.      4.061      668.8                                 F0928004   25 
        30.      4.088      658.7                                 F0928004   26 
        30.      4.129      662.1                                 F0928004   27 
        30.      4.149      682.4                                 F0928004   28 
        30.      4.183      726.4                                 F0928004   29 
        30.      4.210      790.7                                 F0928004   30 
        30.      4.237      814.4                                 F0928004   31 
        30.      4.264      885.5                                 F0928004   32 
        30.      4.291      895.6                                 F0928004   33 
        30.      4.331      926.1                                 F0928004   34 
        30.      4.392     1011.0                                 F0928004   35 
        30.      4.412     1051.0                                 F0928004   36 
        30.      4.427     1092.0                                 F0928004   37 
        30.      4.446     1099.0                                 F0928004   38 
        30.      4.480     1143.0                                 F0928004   39 
        30.      4.534     1200.0                                 F0928004   40 
        30.      4.568     1214.0                                 F0928004   41 
        30.      4.588     1150.0                                 F0928004   42 
        30.      4.622     1129.0                                 F0928004   43 
        30.      4.656     1112.0                                 F0928004   44 
        30.      4.757     1051.0                                 F0928004   45 
        30.      4.795     1068.0                                 F0928004   46 
        30.      4.805     1079.0                                 F0928004   47 
        30.      4.828     1092.0                                 F0928004   48 
        30.      4.872     1133.0                                 F0928004   49 
        30.      4.906     1160.0                                 F0928004   50 
        30.      4.933     1150.0                                 F0928004   51 
        30.      4.955     1153.0                                 F0928004   52 
        30.      4.968     1126.0                                 F0928004   53 
        30.      4.987     1109.0                                 F0928004   54 
        30.      5.001     1099.0                                 F0928004   55 
        30.      5.075     1055.0                                 F0928004   56 
        30.      5.116     1075.0                                 F0928004   57 
        30.      5.170     1055.0                                 F0928004   58 
        30.      5.197     1018.0                                 F0928004   59 
        30.      5.208     1004.0                                 F0928004   60 
        30.      5.231      994.0                                 F0928004   61 
        30.      5.285      895.9                                 F0928004   62 
        30.      5.319      895.9                                 F0928004   63 
        30.      5.380      899.3                                 F0928004   64 
        30.      5.414      912.8                                 F0928004   65 
        30.      5.434      872.2                                 F0928004   66 
        30.      5.502      892.6                                 F0928004   67 
        30.      5.529      875.6                                 F0928004   68 
        30.      5.563      797.8                                 F0928004   69 
        30.      5.597      774.1                                 F0928004   70 
        30.      5.624      767.4                                 F0928004   71 
        30.      5.651      760.6                                 F0928004   72 
        30.      5.678      804.6                                 F0928004   73 
        30.      5.712      804.6                                 F0928004   74 
        30.      5.745      831.7                                 F0928004   75 
        30.      5.779      831.7                                 F0928004   76 
        30.      5.800      794.5                                 F0928004   77 
        30.      5.833      713.3                                 F0928004   78 
        30.      5.867      696.4                                 F0928004   79 
        30.      5.894      672.7                                 F0928004   80 
        30.      5.921      652.4                                 F0928004   81 
        30.      5.955      682.9       33.8                      F0928004   82 
        30.      6.009      716.7                                 F0928004   83 
        30.      6.030      699.8                                 F0928004   84 
        30.      6.070      693.0                                 F0928004   85 
        30.      6.091      706.6                                 F0928004   86 
        30.      6.131      730.3       30.5                      F0928004   87 
        30.      6.172      679.5                                 F0928004   88 
        30.      6.199      649.1                                 F0928004   89 
        30.      6.210      649.1                                 F0928004   90 
        30.      6.226      615.3       30.5                      F0928004   91 
        30.      6.280      595.0                                 F0928004   92 
        30.      6.314      605.1                                 F0928004   93 
        30.      6.354      615.3                                 F0928004   94 
        30.      6.375      598.4                                 F0928004   95 
        30.      6.402      561.2                                 F0928004   96 
        30.      6.436      540.9                                 F0928004   97 
        30.      6.476      537.5                                 F0928004   98 
        30.      6.503      510.4                                 F0928004   99 
        30.      6.531      490.1                                 F0928004  100 
        30.      6.558      513.8                                 F0928004  101 
        30.      6.585      530.8                                 F0928004  102 
        30.      6.619      473.2                                 F0928004  103 
        30.      6.646      449.6                                 F0928004  104 
        30.      6.679      480.0                                 F0928004  105 
        30.      6.707      449.6                                 F0928004  106 
        30.      6.727      466.5                                 F0928004  107 
        30.      6.781      463.1                                 F0928004  108 
        30.      6.801      476.7                                 F0928004  109 
        30.      6.835      486.8                                 F0928004  110 
        30.      6.855      453.0                                 F0928004  111 
        30.      6.889      446.2                                 F0928004  112 
        30.      6.930      446.3                                 F0928004  113 
        30.      6.957      480.1                                 F0928004  114 
        30.      7.018      436.1                                 F0928004  115 
        30.      7.052      453.1                                 F0928004  116 
        30.      7.072      419.2                                 F0928004  117 
        30.      7.099      419.2                                 F0928004  118 
        30.      7.133      426.0                                 F0928004  119 
        30.      7.153      449.7                                 F0928004  120 
        30.      7.207      432.8                                 F0928004  121 
        30.      7.234      436.2                                 F0928004  122 
        30.      7.282      412.5                                 F0928004  123 
        30.      7.316      395.6                                 F0928004  124 
        30.      7.316      412.5                                 F0928004  125 
        30.      7.349      419.3                                 F0928004  126 
        30.      7.383      412.5                                 F0928004  127 
        30.      7.403      426.1                                 F0928004  128 
        30.      7.444      412.6                                 F0928004  129 
        30.      7.478      409.2                                 F0928004  130 
        30.      7.498      392.3                                 F0928004  131 
        30.      7.552      412.6                                 F0928004  132 
